,Longitude,Latitude,clusterId
254043777,118.119506,30.006084,0
752010412,118.486003,31.731087,-1
4080580253,118.191825,30.131044,1
5358114414,118.31605900000001,29.712432,-1
9048897064,118.166702,30.1,2
2650347402,118.36481,31.342640999999997,-1
8433975273,118.144226,30.18787,-1
8964295240,118.166702,30.1,2
9046636361,118.166702,30.1,2
11767545496,118.165355,30.127060999999998,-1
68323550,118.14971899999999,30.094641999999997,-1
6927151870,118.57406599999999,29.934109999999997,-1
2450905405,118.166702,30.1,2
4492994578,118.137359,30.156408000000003,-1
6187792867,118.297665,29.710913,-1
613986012,118.078308,29.741723999999998,-1
6246652518,118.355197,31.358327000000003,-1
3030369307,118.01359099999999,29.860073,-1
6417752981,118.301193,29.711641999999998,-1
8213246001,118.15094099999999,30.134069,-1
3037125865,118.421273,29.869366999999997,-1
4039931731,118.48548799999999,29.620624,-1
5626978846,118.16130600000001,30.091746,-1
10148269336,118.41099399999999,29.517661,-1
4367645544,118.17301100000002,30.121185999999998,-1
8490785613,117.363102,32.9463,-1
7444430964,117.480411,30.651351000000002,-1
934052603,117.283258,31.857366,-1
254072269,118.119506,30.006084,0
5816029390,118.218899,30.102959999999996,-1
9046025299,118.166702,30.1,2
10148249895,118.394333,29.534710999999998,-1
3031651656,118.16156299999999,30.124491,-1
5357494333,118.31605900000001,29.712432,-1
3556562363,117.278795,31.856354999999997,-1
254033532,118.119506,30.006084,0
4507631837,118.1625,30.1275,-1
2649517039,118.36481,31.342640999999997,-1
8464165751,117.07783300000001,30.504,-1
6188303668,118.305858,29.709515999999997,-1
2773686365,118.3,29.666665999999996,-1
8303236065,117.22170700000001,31.819394,-1
2636686835,118.172206,30.093677000000003,-1
2450908309,118.166702,30.1,2
9190049620,118.786598,30.63125,-1
5557883976,118.154527,30.142925,-1
254041307,118.119506,30.006084,0
11383051776,118.17752800000001,30.100732,-1
2774651526,118.306789,29.682683,-1
5942670602,118.02131599999998,30.611913,-1
28389231,118.165625,30.121107000000002,-1
2700889759,117.47680600000001,30.647659,-1
8523888005,117.19641899999999,31.78128,-1
3382287579,117.15066599999999,33.494999,-1
4717856986,118.18056299999999,30.126521999999998,-1
2580330836,118.16529799999999,30.14429,-1
5942666574,118.02131599999998,30.611913,-1
4367633590,118.17025,30.124646999999996,-1
5627561782,118.17068300000001,30.137946999999997,-1
7067038427,118.57406599999999,29.934109999999997,-1
5627598166,118.165663,30.146296999999997,-1
8144836693,117.98492399999999,30.001178000000003,-1
5189870274,118.126373,30.259659999999997,-1
2605086232,118.172206,30.093677000000003,-1
2451736578,118.166702,30.1,2
254086701,118.119506,30.006084,0
5816064586,118.218899,30.102959999999996,-1
613244949,118.13186599999999,29.840048,-1
5626902911,117.9844,30.002863,-1
4047611626,118.29906399999999,29.712953999999996,-1
1094569710,118.17418,30.119517,-1
9046136133,118.166702,30.1,2
58332070,117.604179,32.153233,-1
5627505452,117.983172,30.006694,-1
5427998846,118.11401299999999,29.879221,-1
5626923957,117.982647,30.00555,-1
3085886112,116.12213999999999,30.378085,-1
2649943772,118.36481,31.342640999999997,-1
2801216769,118.16671299999999,30.091820000000002,-1
7075102273,118.57406599999999,29.934109999999997,-1
8401385937,117.203478,31.775452,-1
295482146,117.966384,30.041755,-1
254080199,118.119506,30.006084,0
7075832011,118.21907,30.172734000000002,-1
8952936712,118.166702,30.1,2
9046298555,118.166702,30.1,2
5564982910,118.30901999999999,29.717872999999997,-1
752013912,118.486003,31.731087,-1
4678443140,117.278795,31.856354999999997,-1
3097544383,116.12213999999999,30.378085,-1
5848948834,117.288494,31.861521000000003,-1
7117310809,118.57406599999999,29.934109999999997,-1
5080571041,118.302669,29.708517999999998,-1
8963132995,118.166702,30.1,2
8303225579,117.29046799999999,31.743204,-1
9048297028,118.166702,30.1,2
8524981336,117.265201,31.832202000000002,-1
5627493918,117.984222,30.003452000000003,-1
3030818241,118.16156299999999,30.124491,-1
11382439884,118.17752800000001,30.100732,-1
11381193016,118.17752800000001,30.100732,-1
5644054899,116.77361100000002,33.909721999999995,-1
6417766079,117.984597,30.005044,-1
5166088232,118.166702,30.1,2
5203020452,118.141479,30.123501,-1
4851638192,117.277593,31.849856,-1
2718583117,117.47680600000001,30.647659,-1
4640131192,118.103027,30.453409000000004,-1
2800858233,118.16671299999999,30.091820000000002,-1
614007668,118.32172299999999,29.711463000000002,-1
6085450952,118.1545,30.142165999999996,-1
9046119907,118.166702,30.1,2
8523884265,117.25616799999999,31.854796,-1
4080569014,118.191825,30.131044,1
4677764473,117.278795,31.856354999999997,-1
8389711853,118.30966399999998,29.708154999999998,-1
9048829604,118.166702,30.1,2
6321484146,118.16774299999999,30.114023,-1
2636678649,118.172206,30.093677000000003,-1
2620799081,118.172206,30.093677000000003,-1
8213274291,118.15356299999999,30.14245,-1
8304273588,117.29046799999999,31.743204,-1
2689779386,118.16526,30.138778000000002,-1
7471776666,117.99118899999999,30.005713,-1
8447082925,117.22823000000001,31.781106,-1
8948607095,118.166702,30.1,2
614005968,118.32172299999999,29.711463000000002,-1
5427997242,118.11401299999999,29.879221,-1
6313157135,115.76019199999999,33.880677,-1
2977664251,117.27931000000001,31.852189000000003,-1
7787888714,118.743624,30.968998,-1
4080163397,118.191825,30.131044,1
6818032872,118.15608300000001,30.1425,-1
5513094545,117.98252099999999,30.007272999999998,-1
4036858433,118.48548799999999,29.620624,-1
6927141616,118.57406599999999,29.934109999999997,-1
11382239926,118.17752800000001,30.100732,-1
11766901473,118.169494,30.143708,-1
7075100919,118.57406599999999,29.934109999999997,-1
5625484285,118.16130600000001,30.091746,-1
3556562257,117.278795,31.856354999999997,-1
4081021488,118.191825,30.131044,1
4717273131,118.16746299999998,30.14143,-1
3037926350,117.98418799999999,30.002863,-1
5166081680,118.166702,30.1,2
4080375555,118.160552,30.143036,-1
416077000,117.28506000000002,31.867207,-1
4639907540,118.103027,30.453409000000004,-1
9150721866,117.175308,31.768729999999998,-1
7067050167,118.57406599999999,29.934109999999997,-1
8303225025,117.29046799999999,31.743204,-1
9046051833,118.166702,30.1,2
4080271995,118.191825,30.131044,1
6959971355,117.03495,30.497866,-1
2689162779,117.989333,29.999833000000002,-1
3556563403,117.278795,31.856354999999997,-1
613292623,118.32172299999999,29.711463000000002,-1
11768244526,118.278819,29.922586,-1
4506684055,118.1665,30.125833,-1
4622579214,116.76698600000002,32.556001,-1
2740553611,118.071956,29.93582,-1
10148350563,118.4122,29.519465999999998,-1
8144851793,118.18774199999999,30.108304999999998,-1
10771513404,117.88788600000001,33.678363,-1
11767863994,118.28131100000002,29.924652000000002,-1
182813212,118.30696100000002,29.717872999999997,-1
2770776556,118.1468,30.124935999999998,-1
108076916,117.24128700000001,31.765390999999997,-1
5626910491,117.98449099999999,30.004061,-1
12700924574,118.012475,29.991218,-1
5357158771,118.31605900000001,29.712432,-1
4079990221,118.191825,30.131044,1
11767448196,118.163725,30.137638,-1
7595503690,116.973688,33.639542999999996,-1
10490774535,118.157218,30.142478000000004,-1
8214337754,118.15049099999999,30.134065999999997,-1
5627603352,118.165022,30.146894,-1
5942657200,118.02131599999998,30.611913,-1
3031796118,118.307819,29.712953999999996,-1
254034004,118.119506,30.006084,0
5203051672,118.265075,29.829128000000004,-1
254056501,118.119506,30.006084,0
9048814846,118.166702,30.1,2
2579469787,118.16529799999999,30.144278999999997,-1
8389711281,118.30966399999998,29.708154999999998,-1
5816108750,118.218899,30.102959999999996,-1
2801235013,118.16671299999999,30.091820000000002,-1
8304286356,117.227522,31.781562,-1
2980572973,117.27931000000001,31.852189000000003,-1
4071655231,118.191825,30.131044,1
6076016568,117.98766599999999,29.904,-1
5357513609,118.17048999999999,30.11818,-1
3761574708,117.47680600000001,30.647659,-1
5942096125,118.02131599999998,30.611913,-1
12236814316,117.274847,31.859844,-1
6180526168,118.144912,30.144533000000003,-1
8537218852,117.208929,31.783405,-1
254087827,118.119506,30.006084,0
68323652,118.14971899999999,30.094641999999997,-1
8963137879,118.166702,30.1,2
8303272029,117.22170700000001,31.819394,-1
10148270586,118.411469,29.51843,-1
2630721875,118.36481,31.342640999999997,-1
2580347068,118.16529799999999,30.14429,-1
4367647574,118.173447,30.1212,-1
5626943503,118.21776100000001,30.115996999999997,-1
3030809301,118.16156299999999,30.124491,-1
5626972149,118.18893600000001,30.122940999999997,-1
254069477,118.119506,30.006084,0
12236299853,117.274847,31.859844,-1
3030812603,118.16156299999999,30.124491,-1
7073233199,118.57406599999999,29.934109999999997,-1
11380218075,118.17752800000001,30.100732,-1
4622709176,116.76698600000002,32.556001,-1
5488363925,118.315715,29.710568,-1
5427995694,118.11401299999999,29.879221,-1
8214287942,118.16457700000001,30.134238,-1
4081240948,118.15251299999998,30.140077,-1
2836573319,118.164825,30.102365000000002,-1
2982372205,117.27931000000001,31.852189000000003,-1
2604249695,118.172206,30.093677000000003,-1
3241519050,117.27561899999999,31.86141,-1
2451731978,118.166702,30.1,2
2214124750,117.62512199999999,30.793754999999997,-1
2450909171,118.166702,30.1,2
254049131,118.119506,30.006084,0
11383464404,118.17752800000001,30.100732,-1
2802318427,118.16671299999999,30.091820000000002,-1
4080845469,118.191825,30.131044,1
9575298468,117.490705,30.662206,-1
7067054521,118.57406599999999,29.934109999999997,-1
5627513232,117.98418799999999,30.002902000000002,-1
3756748214,117.27905200000001,31.85146,-1
5428058362,117.27699299999999,31.867062,-1
3031796296,118.307819,29.712953999999996,-1
4678390210,117.278795,31.856354999999997,-1
5357530419,118.17048999999999,30.11818,-1
2636933523,118.172206,30.093677000000003,-1
613287761,118.32172299999999,29.711463000000002,-1
5189861048,118.126373,30.259659999999997,-1
2605085174,118.172206,30.093677000000003,-1
2580331538,118.16529799999999,30.14429,-1
5165480271,118.166702,30.1,2
3556561715,117.278795,31.856354999999997,-1
3726075715,118.307022,29.7052,-1
4081611342,118.191825,30.131044,1
5627045711,118.15505,30.142852,-1
5427392785,118.11401299999999,29.879221,-1
254083611,118.119506,30.006084,0
11381930003,118.17752800000001,30.100732,-1
11380713703,118.17752800000001,30.100732,-1
8354452816,117.29118700000001,31.864245,-1
7471780660,117.99118899999999,30.005713,-1
11382735533,118.17752800000001,30.100732,-1
5627631220,118.15398799999998,30.142471999999998,-1
5815994174,118.218899,30.102959999999996,-1
11383298244,118.17752800000001,30.100732,-1
3031246012,117.990245,29.906584999999996,-1
2637668894,118.172206,30.093677000000003,-1
4506703707,118.164,30.126833,-1
8963094011,118.166702,30.1,2
2451732076,118.166702,30.1,2
9148517001,117.176138,31.769463000000002,-1
4072939756,118.191825,30.131044,1
5427392087,118.11401299999999,29.879221,-1
11767459946,118.163541,30.134997,-1
2837411752,118.164825,30.102365000000002,-1
7169419197,118.19349199999999,30.113503,-1
8536114315,117.195131,31.737821000000004,-1
28388551,118.165625,30.121107000000002,-1
11170281274,117.974452,30.045023999999998,-1
10440551985,117.29848600000001,31.753288,-1
8303223743,117.29046799999999,31.743204,-1
11766863573,118.170138,30.142077,-1
5626067302,118.16130600000001,30.091746,-1
8214292678,118.16316299999998,30.134519,-1
5627484618,117.98613799999998,30.003219,-1
6731583855,117.27780800000001,31.854521999999996,-1
8951704043,118.166702,30.1,2
9046689783,118.166702,30.1,2
2599742196,118.291339,29.71027,-1
613275997,118.078308,29.741723999999998,-1
5202464111,118.265075,29.829128000000004,-1
254073290,118.119506,30.006084,0
6959610673,117.045078,30.496609000000003,-1
3674336167,119.09317,30.650121000000002,-1
290496767,118.15083500000001,30.086622,-1
4081559034,118.191825,30.131044,1
5815473079,118.218899,30.102959999999996,-1
9048449580,118.166702,30.1,2
4367643946,118.172955,30.121185999999998,-1
11767781113,118.27803300000001,29.922863,-1
3158098847,117.866699,31.6,-1
4677761381,117.278795,31.856354999999997,-1
7724377026,117.991275,30.000360999999998,-1
6964134375,118.386527,29.748,-1
4080584829,118.191825,30.131044,1
5627051883,118.15235200000001,30.14208,-1
4656739872,117.158248,32.4794,-1
9046584965,118.166702,30.1,2
6920980770,118.57406599999999,29.934109999999997,-1
4037574596,118.48548799999999,29.620624,-1
2637659774,118.172206,30.093677000000003,-1
8964294774,118.166702,30.1,2
8523879879,117.30236599999999,31.856690999999998,-1
2689194293,117.989333,29.999833000000002,-1
2599065290,118.172206,30.093677000000003,-1
4037447004,117.98303600000001,30.0043,-1
4622708764,116.76698600000002,32.556001,-1
4504221683,118.152833,30.142,-1
11767415976,118.169408,30.143944,-1
4047610762,118.29906399999999,29.712953999999996,-1
3129927081,115.768432,33.876686,-1
4081075578,118.19198,30.130725,-1
5427393135,118.11401299999999,29.879221,-1
2213331715,117.62512199999999,30.793754999999997,-1
7024238467,117.27780800000001,31.854521999999996,-1
4678392378,117.278795,31.856354999999997,-1
2579512971,118.16529799999999,30.14429,-1
5848374085,117.288494,31.861521000000003,-1
5627605906,118.16496299999999,30.146835999999997,-1
3989090225,117.012977,32.65932,-1
4040672714,118.48548799999999,29.620624,-1
6241017746,118.355197,31.358327000000003,-1
2689722196,118.367668,31.371496,-1
8525000318,117.256726,31.854577000000003,-1
2598230493,118.172206,30.093677000000003,-1
3302288816,117.17566599999999,33.136833,-1
2853632264,117.27561899999999,31.86141,-1
11767400826,118.16995,30.143590999999997,-1
9048435916,118.166702,30.1,2
3085880802,116.12213999999999,30.378085,-1
2450906531,118.166702,30.1,2
2801319879,118.298721,29.709152000000003,-1
4079970465,118.191825,30.131044,1
3158121209,117.866699,31.6,-1
5148733250,117.27973899999999,31.851606,-1
2800426602,118.16671299999999,30.091820000000002,-1
4072370150,118.191825,30.131044,1
2621615666,118.172206,30.093677000000003,-1
7787893450,118.985152,30.618524,-1
3030814303,118.16156299999999,30.124491,-1
4072364478,118.191825,30.131044,1
1424277320,117.327976,32.951521,-1
2451732384,118.166702,30.1,2
2930567913,118.432617,30.360433,-1
8280455429,117.191569,31.740686,-1
11766593995,118.17086599999999,30.141166,-1
2579461955,118.16529799999999,30.14398,-1
5627537846,118.216327,30.118363000000002,-1
3031657710,118.16156299999999,30.124491,-1
2978576648,117.27931000000001,31.852189000000003,-1
11766867413,118.170511,30.143179999999997,-1
11170415683,118.166027,30.129613,-1
9150687246,117.178825,31.772125,-1
6818032980,118.158833,30.137915999999997,-1
5358121202,118.31605900000001,29.712432,-1
5356985907,118.17048999999999,30.11818,-1
11768166406,118.281522,29.926085999999998,-1
613271075,118.078308,29.741723999999998,-1
5357642618,118.17048999999999,30.11818,-1
7102835201,118.31923400000001,29.709939000000002,-1
501869920,117.981727,30.003549,-1
6320963909,118.16774299999999,30.114023,-1
2799584891,118.16671299999999,30.091820000000002,-1
