,Longitude,Latitude,clusterId
7548797674,106.57103000000001,29.557443,-1
2770530679,109.588158,31.037165,-1
6105858704,109.86559799999999,31.218159000000004,-1
3457802862,110.02979099999999,31.003802,-1
8389142583,105.495425,29.6803,0
526122878,109.89383600000001,31.071534999999997,1
6243617333,106.42833700000001,29.829773,2
8119238145,108.770141,29.537395,-1
8747322578,106.566202,29.540027000000002,-1
1073391993,106.559164,29.557554999999997,-1
231594103,107.753906,30.135626000000002,-1
621186,108.390426,30.821252,3
4805402112,106.472625,29.506997,4
4756206239,106.655273,29.382175,-1
9415183941,106.583597,29.561177,-1
3764600801,106.550559,29.561736,5
12008546036,106.505928,29.526118,6
3159197109,106.51230600000001,29.520927,-1
9213519123,106.577124,29.557378000000003,7
8450869423,105.805544,29.752822,-1
1260317,108.390426,30.821252,3
4710044915,106.6333,29.535228999999998,-1
6111372542,106.583463,29.560861,-1
3457646124,109.982247,31.014685999999998,-1
298337807,106.575965,29.574352,8
9699043496,106.549079,29.558339,-1
3456768385,110.038661,31.023574,-1
525142097,107.71648400000001,29.882625,9
526622929,109.89383600000001,31.071534999999997,1
12130828743,106.505928,29.526118,6
4711311195,106.42833700000001,29.829773,2
4832395926,107.721383,29.889002,10
3441155212,106.190722,29.731749,-1
2772866808,109.895971,31.093546000000003,-1
525644497,109.89383600000001,31.071534999999997,1
7203714470,106.42833700000001,29.829773,2
8390156136,105.495425,29.680315999999998,0
6079651827,109.54047,31.043885999999997,-1
6728301353,106.388168,29.861339,11
8243803249,106.44103999999999,29.568679,-1
9636683650,106.642227,29.722047999999997,20
2771329276,107.72290500000001,29.890465000000003,10
8583014499,106.57443,29.573925,-1
6156198232,106.558499,29.556174,-1
526607621,109.89383600000001,31.071534999999997,1
4773934035,107.72678300000001,29.901079,-1
3458010255,109.57068799999999,31.042946999999998,12
525646621,109.89383600000001,31.071534999999997,1
5817173995,109.570613,31.043119,12
5869591890,107.71133400000001,29.863869,-1
298338699,106.575965,29.574352,8
412339659,106.53305,29.552253999999998,-1
5584640594,106.429367,29.828954,13
1073354571,106.559164,29.557554999999997,-1
12008765235,106.505928,29.526118,6
2772847778,109.893188,31.117929999999998,14
4756959616,106.56738200000001,29.573457,-1
524922242,106.51296599999999,29.502066999999997,15
8598822423,106.50306100000002,29.595752,-1
12025532675,106.505928,29.526118,6
8172876033,108.38667099999999,30.80275,-1
4621131128,107.72319399999999,29.890321999999998,10
12013171564,106.505928,29.526118,6
6080178566,109.54041000000001,31.043765999999998,-1
8932375400,106.453152,29.493439000000002,16
9149286554,106.580193,29.50442,17
7227604352,106.472625,29.506997,4
12131391026,106.505928,29.526118,6
8159032505,107.720518,29.884857,-1
8908968083,106.579549,29.562455,-1
4832456690,109.576633,31.039038,-1
4868532602,106.429367,29.828954,13
3781250596,106.550559,29.561736,5
6872987873,106.53991599999999,29.621221000000002,-1
526520442,109.89383600000001,31.071534999999997,1
6810777910,106.57905500000001,29.571665000000003,18
2780345132,106.56583700000002,29.560915,-1
9566979447,106.453152,29.493439000000002,16
8388975903,105.500013,29.688305,-1
5817180727,107.721216,29.888919,10
3457877615,109.56988600000001,31.0433,12
4868558209,106.429367,29.828954,13
9268725400,105.821428,30.186312,-1
12131784526,106.505928,29.526118,6
6846194404,106.546072,29.554525,-1
4885146005,106.53493799999998,29.572262,-1
3263613821,106.54266299999999,29.588664,-1
1073702647,109.526395,31.036828999999997,19
12451519454,106.505928,29.526118,6
561683083,106.502752,29.508191999999998,-1
8159054854,109.898128,31.135987,-1
4712039756,106.42833700000001,29.829773,2
3456747527,110.038886,31.023525,-1
5571339910,106.449302,29.549746999999996,-1
4430962570,106.529,29.548333000000003,-1
8244927266,106.44103999999999,29.568679,-1
6155711969,106.583926,29.559403000000003,-1
6957006203,106.57905500000001,29.571665000000003,18
4866694500,106.36756799999999,29.768846999999997,-1
1074635864,109.526395,31.036828999999997,19
12010249943,106.505928,29.526118,6
8390629830,105.50071299999999,29.689315999999998,-1
5817184617,107.72203600000002,29.889069,10
11145699783,106.453152,29.493439000000002,16
8968081405,106.58133000000001,29.570134999999997,-1
4906434039,106.429367,29.828954,13
8599855266,106.501777,29.601090999999997,-1
12009493724,106.505928,29.526118,6
5571363462,109.54003600000001,31.045238,-1
525498888,107.71648400000001,29.882625,9
7070493813,106.42833700000001,29.829773,2
3780549991,106.550559,29.561736,5
1073719937,109.526395,31.036828999999997,19
524937580,106.57613700000002,29.550835,-1
8571233832,106.46191499999999,29.564656,-1
526610757,109.89383600000001,31.071534999999997,1
6110841861,106.58331299999999,29.561144,-1
4747375443,106.655273,29.573457,-1
8634139266,105.793072,29.752446999999997,-1
3457878840,110.001327,31.018288000000002,-1
